name|type|low|high|elementary_school|middle_school|high_school
Lowridge|Pl|22962|23199|Mountain View|Rio Norte JH|Valencia HS
Lowridge|Rd|28009|28009|Northpark|Rio Norte JH|Valencia HS
Lucerne|Ct|26000|26053|Meadows|Placerita JH|Hart HS
Lucille|Ct|15600|15655|Pinetree|Sierra Vista JH|Canyon HS
Lucy|Ct|22000|22020|Highlands|Arroyo Seco JH|Saugus HS
Lugar De Oro|Dr|22712|26921|Santa Clarita|Arroyo Seco JH|Saugus HS
Lupine|St|28600|28649|Castaic Elem|Castaic MS|Castaic HS
Lupita|Dr|25666|25744|Valencia Valley|Placerita JH|Hart HS
Lurie|Ct|25210|25222|Pico Cyn|Rancho Pico JH|West Ranch HS
Luss|Dr|29841|29841|Mint Cyn|La Mesa JH|Golden Valley HS
Luther|Dr|27235|27330|Canyon Springs|La Mesa JH|Golden Valley HS
Luzon|Dr|29300|30049|Plum Cyn|Arroyo Seco JH|Saugus HS
Lynette|Ln|21902|22031|Rosedell|Arroyo Seco JH|Saugus HS
Lynham|Pl|23300|23341|Helmers|Rio Norte JH|Valencia HS
Lynne|Ct|17603|17619|Fair Oaks|La Mesa JH|Golden Valley HS
Lyons - All Numbers|Av|22500|23199|Newhall|Placerita JH|Hart HS
Lyons - Even Numbers|Av|23200|23898|Peachland|Placerita JH|Hart HS
Lyons - Even Numbers|Av|23900|24548|Wiley Cyn|Rancho Pico JH|West Ranch HS
Lyons - Odd Numbers|Av|23201|23299|Newhall|Placerita JH|Hart HS
Lyons - Odd Numbers|Av|23301|24549|Old Orchard|Placerita JH|Hart HS
Lyons Ranch|Rd|0|0|Pico Cyn|Rancho Pico JH|West Ranch HS
Lytle|Ct|22006|22025|Emblem|Rio Norte JH|Valencia HS
Maben|Av|27101|27107|Rio Vista|La Mesa JH|Golden Valley HS
Mac Millan Ranch|Rd|26330|26760|Sulphur Springs|Sierra Vista JH|Canyon HS
Mackenzie|Wy|0|0|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Macklin|Av|28600|28737|Mitchell|Sierra Vista JH|Canyon HS
Mad|Rd|0|0|Rio Vista|La Mesa JH|Golden Valley HS
Madeira|Ln|29300|29395|Tesoro Del Valle|Rio Norte JH|Valencia HS
Madigan|Dr|26700|27452|Rio Vista|La Mesa JH|Golden Valley HS
Madison|St|28710|29851|Live Oak|Castaic MS|Castaic HS
Madison|Wy|29852|30599|Live Oak|Castaic MS|Castaic HS
Madloy|St|30000|30161|Live Oak|Castaic MS|Castaic HS
Madrazo|Ln|0|0|Rio Norte JH|Valencia HS|Madrid
Pl||29000|29158|Castaic Elem|Castaic MS|Castaic HS
Magdalena|Dr|26041|26098|Valencia Valley|Placerita JH|Hart HS
Maged|Ct|21804|21849|Emblem|Rio Norte JH|Valencia HS
Magic Mtn|Ln|27916|28099|Mitchell|Sierra Vista JH|Canyon HS
Magic Mtn - All Numbers|Pkwy|23700|24299|Bridgeport|Rio Norte JH|Valencia HS
Magic Mtn - Even Numbers|Pkwy|23142|23298|Newhall|Placerita JH|Hart HS
Magic Mtn - Even Numbers|Pkwy|23300|23698|Valencia Valley|Placerita JH|Hart HS
Magic Mtn - Odd Numbers|Pkwy|23141|23699|Emblem|Arroyo Seco JH|Saugus HS
Magic Mtn-All Numbers|Pkwy|24300|26199|Entrada|Rancho Pico JH|West Ranch HS
Magic View|Pl|0|0|Live Oak|Castaic MS|Castaic HS
Magnolia|Dr|0|0|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Magnolia|Ln|25402|25661|Pico Cyn|Rancho Pico JH|West Ranch HS
Magnolia|Pl|27254|27274|Bridgeport|Rio Norte JH|Valencia HS
Magnolia|Wy|28700|28781|Mountain View|Rio Norte JH|Valencia HS
Magnolia Glen|Dr|22901|23155|Foster|Arroyo Seco JH|Saugus HS
Mahogany|Ct|23700|23799|Northpark|Rio Norte JH|Valencia HS
Mahogany|ROW|27704|27726|Leona Cox|Sierra Vista JH|Canyon HS
Main|St|24200|24420|Newhall|Placerita JH|Hart HS
Maitland|Ln|28210|28389|Plum Cyn|Arroyo Seco JH|Saugus HS
Majestic|Ct|22400|22428|Mountain View|Rio Norte JH|Valencia HS
Maldonado|Pl|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Mallorca|Pl|30300|36365|Castaic Elem|Castaic MS|Castaic HS
Mallory|Dr|0|0|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Mallow|Ct|19577|19594|Valley View|La Mesa JH|Golden Valley HS
Malmo|Rd|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Mammoth|Ln|29110|29799|Sulphur Springs|Sierra Vista JH|Canyon HS
Manchester|Wy|25400|25416|Newhall|Placerita JH|Hart HS
Mandalay|Rd|15800|15999|Sulphur Springs|Sierra Vista JH|Canyon HS
Mandan|St|18250|18830|Canyon Springs|La Mesa JH|Golden Valley HS
Mandarin|Ln|22300|22399|Mountain View|Rio Norte JH|Valencia HS
Mandel|Ct|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Mandera|Ct|27950|27958|Bridgeport|Rio Norte JH|Valencia HS
Manor|Cr|27100|27199|Helmers|Rio Norte JH|Valencia HS
Mansfield|Ct|27700|27738|Helmers|Rio Norte JH|Valencia HS
Manzanita|Ln|27310|27359|Valley View|La Mesa JH|Golden Valley HS
Manzanita|Ln|29101|29119|Tesoro Del Valle|Rio Norte JH|Valencia HS
Manzano|Ct|26002|26064|Valencia Valley|Placerita JH|Hart HS
Maple - All Numbers|St|23200|23509|Peachland|Placerita JH|Hart HS
Maple - Even Numbers|St|23510|23588|Wiley Cyn|Rancho Pico JH|West Ranch HS
Maple - Odd Numbers|St|23511|23589|Peachland|Placerita JH|Hart HS
Maple Ridge|Cr|27601|27656|Foster|Arroyo Seco JH|Saugus HS
Maple Tree|Ct|27000|27089|Oak Hills|Rancho Pico JH|West Ranch HS
Maplebay|Ct|19200|19244|Valley View|La Mesa JH|Golden Valley HS
Maplehurst|Pl|17750|17943|Golden Oak|La Mesa JH|Golden Valley HS
Mapleleaf|Ct|23700|23799|Northpark|Rio Norte JH|Valencia HS
Marabou|Pl|18000|18036|Golden Oak|La Mesa JH|Golden Valley HS
Maravilla|Ct|25652|25678|Valencia Valley|Placerita JH|Hart HS
Marcasite|Ln|31814|31949|Northlake Hills|Castaic MS|Castaic HS
Marchland|Av|27200|27233|Canyon Springs|Sierra Vista JH|Canyon HS
Marci|Wy|25100|25151|Newhall|Placerita JH|Hart HS
Marcia|Dr|17900|17999|Fair Oaks|La Mesa JH|Golden Valley HS
Mariam|Pl|27503|27552|Highlands|Arroyo Seco JH|Saugus HS
Maricio|Dr|23600|23660|Valencia Valley|Placerita JH|Hart HS
Mariel|Wy|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Marigold|Cr|30300|30451|Castaic Elem|Castaic MS|Castaic HS
Marilyn|Dr|28800|29363|Pinetree|Sierra Vista JH|Canyon HS
Marilyn|Dr|29368|29399|Mint Cyn|Sierra Vista JH|Canyon HS
Marina|Ct|15603|15615|Pinetree|Sierra Vista JH|Canyon HS
Marina Point|Ln|26804|26848|Bridgeport|Rio Norte JH|Valencia HS
Mariner|Wy|23306|27155|Bridgeport|Rio Norte JH|Valencia HS
Marion|Wy|23653|23666|Tesoro Del Valle|Rio Norte JH|Valencia HS
Mariposa|Ln|27600|27839|Northlake Hills|Castaic MS|Castaic HS
Mariposa|Pl|24004|24017|Bridgeport|Rio Norte JH|Valencia HS
Mariposa|St|27873|27949|Bridgeport|Rio Norte JH|Valencia HS
Marisa|Dr|27075|27293|Fair Oaks|La Mesa JH|Golden Valley HS
Mariscal|Rd|0|0|Bridgeport|Rio Norte JH|Valencia HS
Marjoram|Ct|21900|21968|Rosedell|Arroyo Seco JH|Saugus HS
Markel|Dr|25100|25249|Wiley Cyn|Rancho Pico JH|West Ranch HS
Market|St|22300|22497|Peachland|Placerita JH|Hart HS
Market|St|22500|23149|Newhall|Placerita JH|Hart HS
Market|St|23152|24499|Peachland|Placerita JH|Hart HS
Marlewood Point|Ct|27200|27215|Fair Oaks|La Mesa JH|Golden Valley HS
Marlowe|Ct|26800|26840|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Maroge|Cr|20400|20472|Plum Cyn|Arroyo Seco JH|Saugus HS
Marques|Dr|28400|28472|West Creek|Rio Norte JH|Valencia HS
Marquis|Ct|26022|26049|Rio Vista|La Mesa JH|Golden Valley HS
Marriott|Wy|0|0|Wiley Cyn|Rancho Pico JH|West Ranch HS
Marsala|Dr|26300|26460|Valencia Valley|Placerita JH|Hart HS
Marseille|Pl|30400|30467|Castaic Elem|Castaic MS|Castaic HS
Marshall|Wy|20753|20839|Plum Cyn|Arroyo Seco JH|Saugus HS
Marston|Ct|22350|22361|Foster|Arroyo Seco JH|Saugus HS
Marta|Ln|27500|27639|Mitchell|La Mesa JH|Golden Valley HS
Martellus|Dr|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Martino|Ct|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Marvin|Av|30001|30062|Live Oak|Castaic MS|Castaic HS
Marzal|St|0|0|West Creek|Rio Norte JH|Valencia HS
Mason|Ct|22628|22671|Foster|Arroyo Seco JH|Saugus HS
Masters Cup|Wy|24600|24795|Meadows|Placerita JH|Hart HS
Masterson|Ct|21601|21618|Highlands|Arroyo Seco JH|Saugus HS
Masterson|Ct|21620|21657|Rosedell|Arroyo Seco JH|Saugus HS
Matador|Pl|28200|28249|Mountain View|Rio Norte JH|Valencia HS
Matana|Dr|22658|22699|Foster|Arroyo Seco JH|Saugus HS
Matel|Rd|25900|25953|Meadows|Placerita JH|Hart HS
Mathilde|Ln|19600|19799|Plum Cyn|Arroyo Seco JH|Saugus HS
Matisse|Ln|26800|26901|Bridgeport|Rancho Pico JH|West Ranch HS
Matthew|Pl|24115|24199|Mc Grath|La Mesa JH|Golden Valley HS
Mauch|St|28700|28778|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Maximum|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Maxine|Ln|28302|28363|Rosedell|Arroyo Seco JH|Saugus HS
May|Wy|19600|19729|Rio Vista|La Mesa JH|Golden Valley HS
Mayfair|Dr|28335|28479|Northpark|Rio Norte JH|Valencia HS
Mayfare|St|30020|30059|Live Oak|Castaic MS|Castaic HS
Mc Bean - All Numbers|Pkwy|23869|25699|Meadows|Placerita JH|Hart HS
Mc Bean - All Numbers|Pkwy|25840|26599|Valencia Valley|Placerita JH|Hart HS
Mc Bean - All Numbers|Pkwy|26600|26799|Bridgeport|Rio Norte JH|Valencia HS
Mc Bean - All Numbers|Pkwy|27023|27073|Helmers|Rio Norte JH|Valencia HS
Mc Bean - All Numbers|Pkwy|27800|28299|Northpark|Rio Norte JH|Valencia HS
Mc Bean - Even Numbers|Pkwy|25700|25838|Valencia Valley|Placerita JH|Hart HS
Mc Bean - Odd Numbers|Pkwy|25701|25839|Meadows|Placerita JH|Hart HS
Mc Keon|Wy|0|0|Rio Vista|La Mesa JH|Golden Valley HS
Meadbury|Dr|28104|28133|Rosedell|Arroyo Seco JH|Saugus HS
Meadow|Dr|15600|15658|Pinetree|Sierra Vista JH|Canyon HS
Meadow|Ln|25805|25826|Pico Cyn|Rancho Pico JH|West Ranch HS
Meadow Heights|Ct|28500|28582|Mint Cyn|La Mesa JH|Golden Valley HS
Meadowbrook|Ln|24039|24139|Bridgeport|Rio Norte JH|Valencia HS
Meadowcreek|Rd|27805|28063|Skyblue Mesa|Sierra Vista JH|Canyon HS
Meadowgrass|Dr|28550|28799|Northlake Hills|Castaic MS|Castaic HS
Meadowlark|Ct|28400|28470|Northpark|Rio Norte JH|Valencia HS
Meadowmont|St|25500|25599|Meadows|Placerita JH|Hart HS
Meadowridge|Dr|23600|23651|Mc Grath|La Mesa JH|Golden Valley HS
Meadstone|Rd|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Meadview|Av|24500|24959|Newhall|Placerita JH|Hart HS
Meaford|Av|0|0|Wiley Cyn|Rancho Pico JH|West Ranch HS
Mecate|Dr|22002|22011|Highlands|Arroyo Seco JH|Saugus HS
Medford|Pl|30000|30064|Live Oak|Castaic MS|Castaic HS
Medici|Ct|26068|26081|Rio Vista|La Mesa JH|Golden Valley HS
Medlar|Dr|28300|28334|Northpark|Rio Norte JH|Valencia HS
Medley Ridge|Dr|17500|17695|Fair Oaks|La Mesa JH|Golden Valley HS
Megan|Ct|0|0|Mint Cyn|Sierra Vista JH|Canyon HS
Melia|Wy|29300|29351|Pinetree|Sierra Vista JH|Canyon HS
Melisa|Ct|25702|25709|Valencia Valley|Placerita JH|Hart HS
Melissa|Ln|19807|19843|Arroyo Seco JH|Saugus HS|Melodi
Ln||22300|22352|Highlands|Arroyo Seco JH|Saugus HS
Melt Pour||0|0|Newhall|Placerita JH|Hart HS
Melville|Ct|25600|25615|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Memory|Ln|28000|28067|Northpark|Rio Norte JH|Valencia HS
Mendenhall Truck|Trl|0|0|Sulphur Springs|Sierra Vista JH|Canyon HS
Mendoza|Dr|25800|25939|Valencia Valley|Placerita JH|Hart HS
Mentry|Dr|24101|24264|Wiley Cyn|Rancho Pico JH|West Ranch HS
Mentry||27500|27799|Bridgeport|Rio Norte JH|Valencia HS
Meraweather|Pl|27700|27721|Helmers|Rio Norte JH|Valencia HS
Meriden|Pl|23500|23522|Helmers|Rio Norte JH|Valencia HS
Merryhill|St|19706|19856|Skyblue Mesa|Sierra Vista JH|Canyon HS
Mesa|Ct|23600|23663|Valencia Valley|Placerita JH|Hart HS
Mesa|Dr|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Mesa Of The Oaks||19500|19553|Valley View|La Mesa JH|Golden Valley HS
Mesa Verde|Dr|0|0|West Creek|Rio Norte JH|Valencia HS
Mesquite|Ct|25604|25635|Oak Hills|Rancho Pico JH|West Ranch HS
Michael|Ln|0|0|Mint Cyn|Sierra Vista JH|Canyon HS
Michael Crest|Dr|15300|15399|Sulphur Springs|Sierra Vista JH|Canyon HS
Midas|Ln|27500|27517|Leona Cox|Sierra Vista JH|Canyon HS
Middlebank|Dr|23101|23199|Peachland|Placerita JH|Hart HS
Middleton|Ln|0|0|Live Oak|Castaic MS|Castaic HS
Midtown|Ct|0|0|Emblem|Arroyo Seco JH|Saugus HS
Miguel|Ct|25753|25797|Valencia Valley|Placerita JH|Hart HS
Mikelyn|Rd|0|0|Newhall|Placerita JH|Hart HS
Mikhail|St|21900|21979|Emblem|Rio Norte JH|Valencia HS
Milano|Ln|25850|25892|Meadows|Placerita JH|Hart HS
Milbrook|Pl|28300|28361|Live Oak|Castaic MS|Castaic HS
Milestone|St|22004|22069|Emblem|Rio Norte JH|Valencia HS
Mill Valley|Rd|23625|24075|Meadows|Placerita JH|Hart HS
Millford|Ct|23800|23820|Helmers|Rio Norte JH|Valencia HS
Millhouse|Dr|26550|26576|Emblem|Arroyo Seco JH|Saugus HS
Milliken|Dr|27900|27999|Foster|Arroyo Seco JH|Saugus HS
Millmeadow|Rd|15700|15999|Sulphur Springs|Sierra Vista JH|Canyon HS
Millridge|Dr|21101|21158|Rosedell|Arroyo Seco JH|Saugus HS
Millston|Ct|23503|23551|Helmers|Rio Norte JH|Valencia HS
Millstream|Dr|26100|26151|Sulphur Springs|Sierra Vista JH|Canyon HS
Minaret|Ct|28000|28049|Castaic Elem|Castaic MS|Castaic HS
Minneola|Ln|28021|28239|Skyblue Mesa|Arroyo Seco JH|Saugus HS
Minter|Ct|16644|16966|Mitchell|Sierra Vista JH|Canyon HS
Mira Vista|St|24343|24469|Bridgeport|Rio Norte JH|Valencia HS
Mirabelle|Ln|28353|28469|Plum Cyn|Arroyo Seco JH|Saugus HS
Mirabile|Ct|25356|25368|Pico Cyn|Rancho Pico JH|West Ranch HS
Mirada Circulo||28900|29033|Tesoro Del Valle|Rio Norte JH|Valencia HS
Mirasol|St|26900|27049|Bridgeport|Rancho Pico JH|West Ranch HS
Mirror|Wy|28020|28020|Mint Cyn|La Mesa JH|Golden Valley HS
Miss Grace|Dr|17120|28274|Mitchell|Sierra Vista JH|Canyon HS
Mission Puebla||23803|23863|Tesoro Del Valle|Rio Norte JH|Valencia HS
Mission Trl|Ln|29119|29299|Tesoro Del Valle|Rio Norte JH|Valencia HS
Mist|Ct|28301|28334|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Mistletoe|Ct|26501|26532|Valencia Valley|Placerita JH|Hart HS
Misty Ridge|Pl|26400|26459|Golden Oak|La Mesa JH|Golden Valley HS
Mitchell|Pl|26300|26360|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Mixer|Rd|0|0|Rio Vista|La Mesa JH|Golden Valley HS
Mocha|Dr|26700|26749|Emblem|Arroyo Seco JH|Saugus HS
Mockingbird|Ct|24451|24469|Valencia Valley|Placerita JH|Hart HS
Mockingbird|Ln|27810|27838|Highlands|Arroyo Seco JH|Saugus HS
Molokai||0|0|Mc Grath|La Mesa JH|Golden Valley HS
Monakea||0|0|Mc Grath|La Mesa JH|Golden Valley HS
Monarch Ridge|Dr|19600|19629|Rio Vista|La Mesa JH|Golden Valley HS
Monet|Ln|26800|26901|Bridgeport|Rancho Pico JH|West Ranch HS
Monroe|St|29600|29899|Live Oak|Castaic MS|Castaic HS
Montana|Wy|0|0|Helmers|Rio Norte JH|Valencia HS
Montecito|Pl|23300|23330|Northpark|Rio Norte JH|Valencia HS
Montecito|Wy|0|0|Bridgeport|Rancho Pico JH|West Ranch HS
Monterey|Av|26900|27018|Bridgeport|Rancho Pico JH|West Ranch HS
Monterey|Ct|28400|28485|Castaic Elem|Castaic MS|Castaic HS
Monterey Pines|Ln|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Montevista|Cr|24400|24762|Bridgeport|Rio Norte JH|Valencia HS
Montolla|Ln|26150|26181|Valencia Valley|Placerita JH|Hart HS
Montura|Dr|0|0|Montview|Rio Norte JH|Valencia HS
Moon Dust|Ct|29204|29273|Santa Clarita|Rio Norte JH|Valencia HS
Moonlight|Pl|27600|27649|Live Oak|Castaic MS|Castaic HS
Moonridge|Ln|27700|27799|Northlake Hills|Castaic MS|Castaic HS
Moore|Ln|25600|25699|Stevenson Ranch|Rancho Pico JH|West Ranch HS
Moorhen|Ct|24500|24516|Valencia Valley|Placerita JH|Hart HS
More|Ct|18502|18515|Leona Cox|Sierra Vista JH|Canyon HS
Moreno|Dr|25901|26040|Valencia Valley|Placerita JH|Hart HS
Moriah|Ln|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Morning Glory|Pl|27600|27749|Castaic Elem|Castaic MS|Castaic HS
Morning Mist|Dr|25502|25653|Pico Cyn|Rancho Pico JH|West Ranch HS
Morning Star|Wy|29255|29255|Santa Clarita|Rio Norte JH|Valencia HS
Morningside|Dr|28900|29949|Live Oak|Castaic MS|Castaic HS
Mornington|Dr|24300|26049|Meadows|Placerita JH|Hart HS
Morrissey|Wy|22700|22756|Newhall|Placerita JH|Hart HS
Morro Bay|Dr|26500|26506|Bridgeport|Rio Norte JH|Valencia HS
Motor|St|0|0|Live Oak|Castaic MS|Castaic HS
Mountain|Ln|16300|16350|Mint Cyn|La Mesa JH|Golden Valley HS
Mountain Dale|Ct|18800|18829|Golden Oak|La Mesa JH|Golden Valley HS
Mountain Pass|Rd|25528|25721|Valley View|La Mesa JH|Golden Valley HS
Mountain Pk|Rd|26500|26699|Sulphur Springs|Sierra Vista JH|Canyon HS
Mountain Willow|Ln|0|0|Fair Oaks|La Mesa JH|Golden Valley HS
Mt Stephen|Av|17200|28381|Mitchell|Sierra Vista JH|Canyon HS
Muir|Trl|23600|23629|Helmers|Rio Norte JH|Valencia HS
Muir Grove|Pl|27604|27685|Northlake Hills|Castaic MS|Castaic HS
Muirfield|Dr|0|0|Bridgeport|Rancho Pico JH|West Ranch HS
Mulberry Glen|Dr|22900|23150|Santa Clarita|Arroyo Seco JH|Saugus HS
Muledeer|Ln|29811|29973|Live Oak|Castaic MS|Castaic HS
Mums|Dr|29700|29725|Sulphur Springs|Sierra Vista JH|Canyon HS
Mums Meadow|Ct|14600|14625|Pinetree|Sierra Vista JH|Canyon HS
Mustang|Dr|32300|32371|Northlake Hills|Castaic MS|Castaic HS
Myers|Pl|0|0|Plum Cyn|Arroyo Seco JH|Saugus HS
Myrin|Ct|27651|27665|Foster|Arroyo Seco JH|Saugus HS
Myrtle|Wy|20180|28199|Plum Cyn|Arroyo Seco JH|Saugus HS
Mystery|Dr|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Nadal|St|18700|18939|Leona Cox|Sierra Vista JH|Canyon HS
Nadal|St|19050|19499|Cedarcreek|Sierra Vista JH|Canyon HS
Nadeu Motor|Wy|0|0|Golden Oak|La Mesa JH|Golden Valley HS
Nahin|Ln|0|0|Mint Cyn|Sierra Vista JH|Canyon HS
Nancy|Pl|22000|22021|Highlands|Arroyo Seco JH|Saugus HS
Nandina|Ln|21300|21399|Mc Grath|La Mesa JH|Golden Valley HS
Nantucket|St|28001|28044|Live Oak|Castaic MS|Castaic HS
Napa|Ct|24700|24710|Bridgeport|Rancho Pico JH|West Ranch HS
Napa|Dr|23123|23216|Bridgeport|Rio Norte JH|Valencia HS
Narcissus Crest|Av|14800|14999|Pinetree|Sierra Vista JH|Canyon HS
Nares|Dr|28000|28099|Northlake Hills|Castaic MS|Castaic HS
Nashua|Wy|25751|25851|Meadows|Placerita JH|Hart HS
Nasturtium|Dr|15400|15519|Pinetree|Sierra Vista JH|Canyon HS
Natalie|Ln|28600|28639|Emblem|Rio Norte JH|Valencia HS
Natalie|Wy|27501|27508|Rosedell|Arroyo Seco JH|Saugus HS
Nathan Hill|Rd|18600|18899|Leona Cox|Sierra Vista JH|Canyon HS
Nautical|Ln|23250|26841|Bridgeport|Rio Norte JH|Valencia HS
Navajo|Ct|27600|27651|Live Oak|Castaic MS|Castaic HS
Nearbrook|St|17902|17925|Mitchell|Sierra Vista JH|Canyon HS
Nearbrook|St|18902|19233|Canyon Springs|Sierra Vista JH|Canyon HS
Neargate|Dr|23500|23626|Peachland|Placerita JH|Hart HS
Nearview|Dr|16501|16833|Mitchell|Sierra Vista JH|Canyon HS
Nearview|Dr|18850|18937|Leona Cox|Sierra Vista JH|Canyon HS
Neblina|Ct|25682|25693|Valencia Valley|Placerita JH|Hart HS
Neely|St|31430|31538|Northlake Hills|Castaic MS|Castaic HS
Neff|Ct|26700|26899|Rio Vista|La Mesa JH|Golden Valley HS
Nelliemay|Ln|0|0|Mint Cyn|La Mesa JH|Golden Valley HS
Ness|Dr|17800|17849|Fair Oaks|La Mesa JH|Golden Valley HS
Nestor|Ct|27500|27503|Leona Cox|Sierra Vista JH|Canyon HS
Neuraschel|St|28900|28949|Live Oak|Castaic MS|Castaic HS
Nevette|Ct|17130|17149|Mitchell|Sierra Vista JH|Canyon HS
Newacre|Rd|0|0|Emblem|Arroyo Seco JH|Saugus HS
Newbird|Dr|27900|27958|Rosedell|Arroyo Seco JH|Saugus HS
Newbird|Dr|28000|28251|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Newcastle|Ct|25500|25599|Newhall|Placerita JH|Hart HS
Newfield|Ct|28001|28018|Rosedell|Arroyo Seco JH|Saugus HS
Newhall - All Numbers|Av|20101|23997|Mc Grath|La Mesa JH|Golden Valley HS
Newhall - All Numbers|Av|24066|24899|Newhall|Placerita JH|Hart HS
Newhall - Even Number|Av|23998|24064|Old Orchard|Placerita JH|Hart HS
Newhall - Even Numbers|Av|24900|25198|Wiley Cyn|Placerita JH|Hart HS
Newhall - Odd Number|Av|23999|24065|Mc Grath|La Mesa JH|Golden Valley HS
Newhall - Odd Numbers|Av|24901|25199|Newhall|Placerita JH|Hart HS
Newhall Ranch|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Newhall Ranch|Rd|0|0|Emblem|Rio Norte JH|Valencia HS
Newhall Ranch|Rd|23000|24198|Bridgeport|Rio Norte JH|Valencia HS
Newhouse|St|19003|19240|Canyon Springs|Sierra Vista JH|Canyon HS
Newhouse|St|19300|19696|Cedarcreek|Sierra Vista JH|Canyon HS
Newport|Pl|29600|29651|Live Oak|Castaic MS|Castaic HS
Newton|Ct|21602|21633|Rosedell|Arroyo Seco JH|Saugus HS
Nicholas|Cr|28250|28499|Plum Cyn|Arroyo Seco JH|Saugus HS
Nichols|Ln|31200|31399|Northlake Hills|Castaic MS|Castaic HS
Nickie|Ln|20504|20531|Plum Cyn|Arroyo Seco JH|Saugus HS
Nicklaus|Dr|24400|25746|Meadows|Placerita JH|Hart HS
Nido|Ct|23222|23237|Santa Clarita|Arroyo Seco JH|Saugus HS
Nield|Ct|28300|28345|Plum Cyn|Arroyo Seco JH|Saugus HS
Nightingale|Ct|18300|18335|Golden Oak|La Mesa JH|Golden Valley HS
Nihav||0|0|Mc Grath|La Mesa JH|Golden Valley HS
Nike|Ln|27500|27513|Leona Cox|Sierra Vista JH|Canyon HS
Nirvana|Ln|26004|26029|Rio Vista|La Mesa JH|Golden Valley HS
Noble Fir|Ct|23702|23783|Northpark|Rio Norte JH|Valencia HS
Noelle|Wy|24840|24854|Peachland|Placerita JH|Hart HS
Nolte|Ct|28302|28330|Mitchell|Sierra Vista JH|Canyon HS
Norfork|Pl|25500|25599|Newhall|Placerita JH|Hart HS
Norland|Rd|15200|15999|Sulphur Springs|Sierra Vista JH|Canyon HS
North Dakota|Dr|0|0|Rio Norte JH|Valencia HS|Northbrook
Av||27802|27839|Skyblue Mesa|Sierra Vista JH|Canyon HS
Northbrooke|Ln|23340|26848|Bridgeport|Rio Norte JH|Valencia HS
Northcliff|Dr|19700|20249|Cedarcreek|Sierra Vista JH|Canyon HS
Northfield|Ct|23500|23512|Helmers|Rio Norte JH|Valencia HS
Northpark|Dr|0|0|Northpark|Rio Norte JH|Valencia HS
Norton|Dr|22735|27799|Foster|Arroyo Seco JH|Saugus HS
Norwood|Pl|27200|27299|Helmers|Rio Norte JH|Valencia HS
Nottingham|Ct|24200|24245|Valencia Valley|Placerita JH|Hart HS
Novela|Wy|25500|25599|Meadows|Placerita JH|Hart HS
Nugget|Dr|27500|27671|Canyon Springs|La Mesa JH|Golden Valley HS
Nurenburg|Rd|0|0|Northlake Hills|Castaic MS|Castaic HS
Nutcracker|Ct|20000|20099|Rio Vista|La Mesa JH|Golden Valley HS
Nutmeg|Ln|21602|21649|Rosedell|Arroyo Seco JH|Saugus HS
O Casey|Pl|26401|26461|Stevenson Ranch|Rancho Pico JH|West Ranch HS
O Hara|Ln|26000|26146|Stevenson Ranch|Rancho Pico JH|West Ranch HS
O Hare|Ct|29300|29330|Mint Cyn|Sierra Vista JH|Canyon HS
O Neill|Cr|25400|25416|Pico Cyn|Rancho Pico JH|West Ranch HS
Oak|Av|26700|26851|Rio Vista|La Mesa JH|Golden Valley HS
Oak|Cr|23700|23721|Mc Grath|La Mesa JH|Golden Valley HS
Oak|Dr|21533|21579|Bouquet Cyn|Arroyo Seco JH|Saugus HS
Oak|Ln|0|0|Newhall|Placerita JH|Hart HS
Oak|St|22900|23099|Newhall|Placerita JH|Hart HS
Oak Bluff|Rd|16200|16599|Sulphur Springs|Sierra Vista JH|Canyon HS
Oak Branch|Cr|26700|26868|Valley View|La Mesa JH|Golden Valley HS
Oak Crossing|Rd|19300|26780|Valley View|La Mesa JH|Golden Valley HS
Oak Cyn|Rd|0|0|Live Oak|Castaic MS|Castaic HS
Oak Cyn|Rd|18300|18449|Valley View|La Mesa JH|Golden Valley HS
Oak Garden|Ct|26706|26824|Valley View|La Mesa JH|Golden Valley HS
Oak Highland|Dr|26300|26499|Valley View|La Mesa JH|Golden Valley HS
