AmountID;Amount;EmployeeID;CustomerID
31624;241.31;10;519
31631;394.93;11;2990
31642;28.12;8;14600
31647;120.33;9;5303
31655;692.81;8;9696
31663;420.70;4;12485
31669;382.40;13;811
31676;423.30;7;14183
31687;553.80;7;12185
31690;684.45;6;15938
31699;472.36;11;12200
31701;251.86;3;8194
31714;965.41;15;672
31732;689.96;2;9249
31740;943.64;3;9066
31749;998.96;7;7415
31762;946.38;6;7491
31776;260.18;12;3160
31780;254.73;15;5837
31784;846.11;2;1111
31792;322.80;14;8139
31797;226.94;10;15230
31799;841.58;12;12199
31833;890.05;15;277
31846;557.60;2;15971
31849;414.09;9;3881
31854;632.73;9;559
31875;297.87;2;3715
31880;506.83;10;15979
31893;619.98;8;15983
31907;908.68;10;4765
31915;264.60;6;3370
31951;498.84;15;1788
31957;778.71;10;14805
31987;812.72;12;5573
32001;92.57;2;3140
32038;985.69;12;1505
32054;502.25;9;14830
32073;318.51;7;16007
32089;684.89;10;16012
32096;450.92;1;3234
32098;247.14;14;11593
32101;200.68;7;11229
32112;46.17;3;16017
32140;793.99;14;1894
32146;117.25;7;9896
32153;826.97;15;11540
32161;217.45;5;7105
32162;74.24;3;12717
32173;79.53;5;16029
32179;729.99;1;2227
32210;379.38;2;832
32215;155.92;1;4131
32222;973.35;4;2235
32245;187.16;13;16044
32269;502.33;4;8208
32274;846.03;12;9294
32290;613.58;12;8914
32297;438.40;1;15961
32322;606.97;6;5104
32327;152.07;9;13837
32336;940.35;13;3419
32339;837.30;6;6114
32369;222.28;10;4485
32382;396.86;4;10614
32415;314.57;7;15763
32417;950.94;7;10273
32426;957.69;10;5197
32433;59.85;7;2187
32434;633.50;11;16079
32442;725.50;14;6590
32488;790.29;6;6931
32490;215.12;11;2716
32501;641.24;3;16093
32503;254.33;2;4927
32533;557.84;4;13896
32543;523.67;7;15422
32550;365.50;11;4692
32569;248.88;13;15419
32572;470.42;1;16108
32582;240.34;14;1395
32583;298.85;11;1916
32591;178.22;10;14455
32595;529.17;7;2545
32598;873.24;3;11696
32619;117.86;15;16045
32631;274.88;9;4240
32654;404.87;9;16125
32655;91.32;12;11909
32696;349.19;7;303
32697;265.11;9;7768
32716;251.24;14;7347
32730;273.83;5;6256
32741;283.27;14;16143
32746;646.26;10;16144
32747;60.62;11;12580
32755;437.36;13;16129
32758;736.99;12;16147
32808;349.80;10;16160
32816;880.08;14;12675
32836;420.35;14;5041
32841;254.02;3;10057
32856;614.15;5;16170
32858;177.23;9;16167
32863;410.41;2;16172
32865;105.42;2;8721
32867;799.29;3;16174
32887;37.58;4;12733
32922;538.47;15;7873
32928;815.04;10;16188
32958;73.45;12;16195
32977;229.97;15;13411
33015;755.55;8;11087
33034;983.87;5;16212
33041;54.28;8;16214
33065;943.06;8;16219
33225;740.26;12;15002
33227;226.80;2;3088
33242;483.53;4;9683
33282;935.99;13;16260
33294;451.68;3;11230
33312;929.84;5;8993
33315;37.73;10;10980
33327;149.29;15;16264
33344;590.48;8;14716
33352;130.95;11;1718
33358;518.57;6;7723
33359;648.77;14;3046
33398;524.30;2;7145
33399;171.97;8;14039
33427;845.72;9;11622
33455;902.33;11;14662
33487;566.82;6;7938
33506;309.33;3;6293
33518;741.99;10;7933
33530;632.96;11;13115
33557;528.74;13;8729
33558;339.57;6;6028
33583;406.32;11;9212
33594;989.51;8;14034
33612;172.86;10;16310
33621;182.02;4;11283
33636;755.52;4;10309
33639;976.48;10;9840
33659;106.15;11;13865
33665;487.35;11;13769
33668;199.78;2;8928
33689;452.54;4;2968
33708;773.11;4;9127
33712;973.86;15;16327
33713;386.37;8;4057
33717;654.55;10;9998
33719;955.81;10;16328
33725;806.78;1;16330
33747;898.57;15;14904
33761;513.07;5;16335
33772;75.44;4;16339
33777;275.36;3;12319
33789;852.06;9;13362
33798;367.78;6;14529
33829;848.23;10;2751
33834;686.66;6;16348
33850;102.88;6;15510
33853;198.84;1;1532
33860;217.11;11;16353
33896;765.46;1;16361
33916;203.35;10;2760
33919;146.46;3;4887
33922;955.87;15;16366
33952;243.24;6;16373
33953;471.12;9;4115
33956;901.48;10;2165
33968;852.56;14;16377
33970;752.30;5;16379
34002;174.22;7;6349
34003;286.15;15;13423
34038;936.08;7;13902
34039;528.29;2;8824
34040;354.55;3;16392
34047;53.20;10;12779
34048;20.83;5;16395
34050;591.34;13;16396
34052;380.90;13;8425
34056;402.17;13;11714
34093;496.82;12;16402
34137;339.95;4;883
34138;414.45;12;11178
34157;897.79;2;4804
34165;64.25;4;4439
34188;144.91;15;16427
34194;551.88;10;16428
34221;891.66;14;4672
34237;922.87;13;15131
34248;857.49;5;5405
34266;63.53;14;9872
34280;521.31;12;11226
34283;663.14;8;16446
34294;418.06;7;9297
34304;281.63;11;16450
34305;819.00;5;6182
34312;333.64;14;45
34331;915.87;11;2275
34345;287.86;4;6467
34360;555.18;12;15081
34370;517.38;4;16468
34381;244.23;13;6813
34385;181.66;8;1955
34392;63.51;1;16473
34398;835.59;15;14371
34411;592.77;12;14169
34413;902.52;15;7766
34442;40.20;15;14945
34452;630.76;4;4259
34469;127.32;14;16489
34490;321.92;13;8335
34497;815.39;9;16295
34506;180.84;14;14344
34534;164.65;13;2527
34552;46.97;4;5310
34553;735.70;12;13818
34560;184.61;3;2298
34572;252.91;14;4671
34586;369.11;1;5690
34590;840.41;3;16502
34591;84.95;12;14142
34608;398.41;2;5265
34609;566.14;10;16504
34638;597.53;15;16508
34651;348.11;8;1163
34686;917.27;11;13272
34708;633.95;1;4720
34721;99.93;3;7972
34745;571.72;4;5858
34783;916.45;13;16534
34787;666.97;13;13555
34788;567.43;2;16535
34795;820.93;14;16539
34805;853.98;11;7106
34813;358.25;15;6193
34818;880.89;14;5977
34825;951.87;9;12044
34826;688.27;13;6480
34831;977.77;5;7257
34844;155.28;2;1556
34847;763.35;15;6266
34883;743.54;13;778
34895;704.50;5;16555
34906;297.92;12;12739
34910;610.23;3;5792
34923;841.23;10;6211
34945;265.01;3;5801
34948;958.05;8;7926
34983;916.55;13;9065
34984;741.84;14;6904
35000;885.34;8;2986
35004;900.71;10;10032
35016;711.94;5;13676
35028;276.29;10;4421
35046;603.10;7;2624
35056;542.08;4;4562
35077;198.74;15;16590
35081;718.84;2;16592
35126;178.34;9;14622
35127;965.03;5;6699
35128;488.43;10;16603
35132;648.73;5;1951
35139;69.02;6;4005
35147;158.61;5;13624
35167;920.24;13;790
35170;510.01;1;8301
35171;188.40;3;1369
35179;384.66;10;15283
35219;801.36;3;16615
35245;352.13;8;8740
35248;667.96;8;16622
35270;657.13;3;14009
35275;397.01;5;10986
35276;69.10;1;13639
35278;729.44;4;1715
35299;894.05;13;14054
35311;552.74;11;1158
35314;544.45;11;7667
35323;23.31;10;16634
35343;644.04;1;10556
35353;367.40;4;2611
35368;399.89;11;2220
35385;918.30;2;16645
35391;771.44;15;9907
35394;85.44;9;16457
35421;544.67;12;4934
35436;351.34;10;16508
35456;32.98;12;6902
35471;219.54;14;14884
35486;789.45;1;9491
35494;668.14;2;16672
35501;231.91;14;14931
35514;98.47;3;4286
35523;909.59;2;5299
35553;918.57;3;8071
35582;258.64;8;8919
35609;23.54;7;16692
35614;117.16;14;8881
35634;705.17;4;2775
35653;152.85;15;1690
35697;718.12;13;8564
35733;806.70;13;10204
35743;642.12;3;16709
35781;493.45;2;11668
35792;235.29;12;9502
35806;152.16;11;1245
35808;923.89;6;2799
35819;359.27;3;13481
35835;952.98;1;5611
35865;96.18;8;11313
35892;21.28;12;11840
35931;602.55;2;4398
35939;488.86;4;16745
35970;736.48;14;10414
35992;445.24;9;7235
36015;128.37;6;12915
36032;573.81;6;14394
36045;724.56;3;15661
36055;755.40;10;5179
36087;973.48;12;16769
36089;993.55;10;14924
36101;211.16;13;16771
36123;36.01;7;16775
36138;459.40;11;1251
36146;774.05;7;12334
36152;959.14;6;6035
36166;719.83;1;3488
36176;168.71;1;12599
36181;924.96;14;13382
36211;516.37;2;13343
36218;685.05;15;4819
36235;701.18;14;5804
36242;381.91;4;8335
36257;842.88;9;12133
36259;605.11;5;1221
36266;484.20;15;13373
36278;869.81;10;6816
36281;429.90;15;2227
36292;420.82;13;5106
36309;946.78;2;12448
36336;861.77;5;2346
36338;921.21;4;8923
36345;924.80;2;6648
36351;665.92;5;90
36369;360.58;1;6119
36377;280.11;6;8570
36384;629.58;3;1192
36390;478.87;11;486
36398;23.82;4;13167
36401;962.16;3;10933
36422;601.13;10;15246
36423;881.15;15;12320
36441;999.43;7;202
36448;59.50;4;13959
36450;207.01;14;9320
36451;952.25;7;16826
36458;759.20;12;608
36493;449.09;12;14179
36508;625.06;10;2615
36557;483.71;12;14573
36562;390.13;9;16844
36589;212.52;11;6366
36601;172.21;9;6162
36603;727.20;11;12237
36609;94.23;2;5853
36613;161.71;1;3076
36616;901.44;2;11676
36635;980.87;8;16850
36654;780.20;9;11972
36664;155.41;2;16856
36669;496.75;11;10718
36674;221.67;14;4855
36682;837.48;9;9353
36689;199.40;14;4081
36709;208.35;13;11686
36711;830.83;10;12911
36739;546.31;13;10761
36746;326.35;11;811
36756;997.44;14;10359
36761;720.98;3;6715
36774;463.54;10;15220
36779;256.75;2;3706
36791;143.51;13;436
36799;900.11;6;937
36808;203.60;12;3629
36841;534.25;15;7736
36847;253.80;2;16047
36850;495.90;7;13127
36856;985.00;9;6267
36871;761.13;10;16880
36881;163.29;7;9286
36903;897.56;14;14419
36915;916.13;1;10302
36918;528.05;7;8701
36941;413.24;7;15690
36945;972.19;1;4995
37039;457.83;14;16668
37051;77.04;9;4000
37053;531.34;6;16905
37074;836.67;15;5337
37075;596.66;12;6595
37076;319.46;12;16907
37079;986.99;7;16908
37092;857.25;8;7844
37101;28.03;8;16910
37110;623.91;8;1000
37116;345.86;2;3364
37131;85.99;12;10557
37142;813.12;13;14332
37163;894.00;11;3876
37169;368.53;13;9289
37170;829.59;15;1116
37173;630.99;11;16921
37181;475.48;2;3780
37195;64.30;11;16075
37206;103.07;4;1746
37239;107.11;11;888
37241;351.32;13;942
37247;573.48;9;1548
37263;655.81;14;2052
37276;235.90;15;4976
37280;215.94;2;7289
37285;468.18;5;6534
37290;605.85;11;4012
37295;266.82;1;881
37305;528.00;8;13483
37325;264.49;5;6239
37328;123.83;5;5673
37336;47.71;14;5895
37359;554.31;8;6792
37371;569.58;13;16302
37378;425.72;4;5879
37379;469.77;14;16949
37392;296.80;6;5555
37398;140.63;11;16952
37412;858.85;1;8940
37419;456.40;11;3795
37428;78.81;9;7559
37431;710.44;10;16958
37471;556.20;13;14091
37506;718.94;7;16973
37520;729.96;10;12356
37524;822.68;15;13543
37529;436.67;5;3332
37544;83.35;4;9715
37581;981.70;5;2122
37601;137.68;12;2920
37611;678.92;1;12669
37612;103.76;2;5218
37642;452.81;1;4224
37643;465.59;9;10527
37652;440.37;8;4292
37657;206.64;11;7425
37670;240.01;2;6021
37675;525.32;8;16912
37676;542.84;2;1212
37678;125.16;8;12776
37685;388.69;6;4083
37700;284.06;8;6017
37721;898.43;15;4940
37732;59.99;11;16994
37762;659.26;8;3984
37768;718.35;6;8682
37769;663.34;3;15754
37779;879.30;5;16296
37792;454.27;7;4664
37795;321.73;3;11252
37803;696.57;11;17007
37820;806.96;10;5884
37850;872.43;7;17012
37852;858.03;14;17013
37874;711.25;9;5121
37925;138.60;5;1091
37968;354.47;5;14710
38002;47.40;4;17031
38004;981.61;3;12963
38020;814.73;8;17033
38032;788.08;9;10970
38056;239.48;1;1328
38093;601.89;8;16762
38094;168.60;10;11988
38111;610.36;13;15286
38125;633.59;11;3711
38130;633.19;3;13867
38144;935.46;3;6805
38174;99.26;12;17059
38178;523.26;11;3151
38180;917.62;6;11167
38205;659.95;10;2962
38208;55.70;2;17065
38214;81.00;6;17067
38226;285.82;8;10204
38234;972.74;12;10768
38240;35.57;15;10552
38243;692.78;8;11361
38248;610.34;8;7314
38316;117.51;15;14002
38321;623.10;13;2494
38326;304.34;12;11900
38350;491.48;13;10129
38364;142.49;13;16118
38369;884.95;10;9786
38400;522.21;11;17091
38403;612.06;2;5046
38407;445.17;4;8188
38417;441.34;14;11151
38425;130.81;4;8586
38445;753.16;13;14394
38448;315.12;9;12395
38456;430.50;7;2451
38466;64.30;10;1999
38477;323.26;4;8818
38480;505.74;14;15027
38503;611.00;8;15270
38535;95.66;10;1734
38537;110.69;8;17120
38539;371.68;15;9760
38546;161.12;9;7649
38554;355.65;8;2005
38575;947.96;4;16836
38590;887.54;6;5039
38595;587.64;3;17135
38614;437.24;2;379
38630;367.32;6;60
38633;403.27;8;732
38639;123.65;9;13214
38643;770.57;12;580
38647;78.27;9;17143
38659;257.08;11;13443
38697;840.38;6;16967
38700;999.35;14;3399
38708;451.70;4;8456
38712;966.19;6;1737
38726;709.22;12;17155
38729;298.23;8;1675
38753;672.62;13;16315
38759;83.48;5;7495
38783;617.31;3;5664
38799;39.61;11;8527
38814;283.75;10;4370
38820;906.00;6;7995
38824;851.76;14;17167
38833;298.79;12;16747
38842;553.29;6;5274
38859;229.30;5;1564
38869;659.63;2;6017
38902;433.77;13;1893
38908;230.02;8;134
38932;405.23;15;11909
38945;744.39;14;1775
38967;456.68;3;4812
38988;448.92;14;7941
38991;379.86;10;3680
38998;149.27;2;10454
39000;649.12;5;348
39042;484.67;2;15066
39069;483.86;9;10125
39080;599.62;15;12776
39087;144.67;5;13026
39097;218.02;7;1131
39106;974.63;6;12161
39142;569.88;2;16385
39178;237.63;9;4351
39181;249.86;15;12297
39193;972.45;7;7383
39198;31.95;8;17220
39216;406.22;5;5825
39238;708.71;7;12739
39241;234.39;9;2519
39244;146.49;15;11034
39259;153.76;5;17230
39271;318.60;2;14658
39285;906.01;13;7648
39291;995.21;5;12412
39294;504.94;6;5074
39300;678.30;2;11661
39301;991.60;1;5557
39311;684.13;7;17238
39313;267.87;9;16026
39321;787.65;2;17241
39323;131.29;3;12430
39327;734.33;14;10224
39354;363.72;2;17246
39361;560.87;5;8959
39398;263.75;9;10443
39408;475.00;12;8918
39411;46.94;4;9325
39429;699.79;7;17259
39430;312.21;9;17260
39439;980.73;13;14102
39455;557.82;3;10930
39481;683.66;6;17272
39489;105.24;7;3997
39510;889.65;5;17277
39521;66.82;7;4625
39528;694.68;15;4140
39544;887.43;13;17286
39560;756.52;13;4172
39563;356.43;2;17288
39566;106.11;14;17289
39603;381.95;8;17293
39605;981.66;15;3218
39608;35.87;12;11396
39612;888.71;15;5273
39613;175.43;6;2562
39620;788.33;10;13373
39622;55.54;2;11158
39623;608.40;15;13755
39674;647.50;12;2115
39682;239.10;2;10830
39687;299.34;10;2024
39699;959.82;8;17305
39703;842.46;9;10001
39712;50.25;12;14136
39716;170.32;1;5808
39759;980.81;15;15164
39766;914.04;10;17311
39787;433.79;8;8046
39806;575.07;2;13812
39819;495.74;1;2060
39823;692.85;6;4474
39824;543.77;12;6450
39837;477.86;13;17319
39845;48.06;12;12851
39853;76.00;11;5089
39854;748.52;14;13157
39857;741.95;8;17325
39861;58.03;1;7532
39898;491.68;12;17331
39906;111.52;15;17333
39949;718.32;15;5143
39970;278.83;4;2566
39985;751.63;8;7001
39999;396.11;2;13694
40010;131.51;2;4590
40045;572.50;12;9376
40052;465.96;2;17352
40053;341.81;2;11831
40099;748.73;6;3665
40116;879.94;15;10030
40124;105.07;15;2981
40129;997.71;10;17360
40153;758.34;11;11686
40162;997.23;15;3915
40194;766.77;11;11506
40216;217.92;5;8009
40224;936.09;15;17136
40245;940.23;10;7174
40249;713.03;1;13040
40268;912.95;11;17380
40271;809.02;5;13169
40331;171.61;2;4756
40334;827.35;4;6933
40341;946.77;2;12936
40349;551.21;15;14801
40358;284.17;11;4764
40361;866.73;8;139
40369;302.72;2;5363
40415;175.84;15;11125
40420;818.12;4;17323
40432;720.02;5;7590
40436;407.10;2;3492
40448;937.75;5;607
40453;890.14;4;5094
40463;41.46;3;12995
40475;763.65;3;16038
40476;477.86;14;2748
40483;569.47;10;10063
40501;86.18;4;7566
40528;397.85;1;845
40529;851.18;8;13123
40565;512.00;9;12960
40567;418.59;12;9952
40582;642.14;15;10905
40586;831.83;5;2148
40592;206.48;13;2163
40631;270.43;14;4521
40634;743.88;15;8682
40636;75.87;7;16668
40638;256.51;3;16957
40652;459.93;10;6301
40675;591.08;1;8265
40685;84.98;9;17424
40693;20.73;4;5404
40703;553.46;14;2097
40714;141.34;1;4831
40722;360.93;7;10004
40727;298.89;7;14402
40735;491.53;1;12926
40762;587.01;3;4725
40782;601.76;13;10261
40784;339.20;3;8176
40811;516.62;8;17441
40846;36.11;15;16011
40850;551.59;14;16602
40858;703.02;15;7753
40898;37.22;10;4541
40917;647.02;1;16842
40927;370.83;1;1034
40931;562.02;4;15223
40944;562.16;13;11298
40957;976.04;4;9661
40996;705.53;6;14282
41041;756.01;4;17463
41099;120.67;5;3222
41110;74.08;2;6178
41122;714.17;5;8457
41128;965.76;10;8236
41136;928.37;7;14675
41146;863.72;4;16882
41179;796.76;11;5307
41202;658.06;6;1024
41206;824.34;7;13345
41217;50.06;7;11082
41235;96.88;15;6921
41240;954.27;14;16931
41245;253.26;12;16481
41246;498.81;14;17388
41248;789.04;10;4184
41276;79.87;13;2126
41278;149.72;13;14225
41284;739.59;1;9170
41286;170.46;12;6607
41296;131.70;14;2410
41309;223.63;3;17493
41318;740.18;10;1604
41328;426.81;13;6136
41342;714.58;1;13660
41354;532.67;3;17499
41374;452.41;5;4416
41377;101.26;9;10409
41390;667.37;2;10563
41396;996.89;7;1914
41409;86.38;11;8300
41442;505.16;3;10409
41486;563.70;15;5176
41493;350.98;11;17518
41499;634.37;12;9311
41513;343.61;3;10035
41534;297.28;13;17526
41546;466.65;10;3316
41548;805.78;10;6803
41564;342.84;15;2437
41566;132.98;1;5477
41569;538.24;7;11932
41575;505.63;12;443
41583;440.66;11;15447
41634;426.69;2;17536
41649;173.96;4;13319
41655;233.53;9;11776
41693;776.81;8;8204
41697;410.88;15;17517
41712;959.81;8;11655
41727;461.04;13;13674
41735;130.05;15;7233
41740;721.90;1;9272
41794;327.11;2;8537
41803;507.88;5;17554
41832;172.68;15;17557
41839;59.16;2;2581
41843;394.95;14;4107
41850;210.19;1;3633
41852;389.89;12;6122
41871;505.39;5;6074
41883;292.70;11;217
41890;557.05;5;554
41901;51.37;2;17213
41904;186.57;8;15806
41912;312.76;14;2858
41923;739.57;10;17568
41935;848.34;1;16120
41963;913.20;11;15662
41992;249.54;2;10077
41993;195.35;6;13835
41995;255.68;10;10718
42010;30.68;7;5665
42023;363.53;5;5734
42066;904.99;8;12048
42069;362.85;11;5450
42070;356.78;9;1928
42080;93.81;1;8187
42082;362.15;4;7192
42106;753.17;15;4998
42109;696.22;4;4012
42133;543.44;11;533
42141;411.15;12;6511
42161;832.80;2;5113
42209;906.53;2;11018
42216;239.86;15;8464
42221;451.02;12;13267
42231;261.87;12;746
42260;481.15;14;14802
42266;632.16;3;8147
42287;576.76;3;4778
42299;510.14;7;8515
42304;21.78;6;16675
42308;300.03;15;2388
42320;732.80;5;17605
42373;362.69;8;11035
42383;650.64;14;2993
42387;297.80;6;1742
42390;631.47;2;4761
42397;86.31;4;314
42399;403.32;1;7882
42408;661.86;7;7232
42416;215.63;5;6382
42447;269.21;10;13485
42457;943.30;3;13994
42475;661.07;2;8751
42479;400.13;14;14554
42496;820.22;4;318
42498;729.28;5;16593
42503;166.61;14;14125
42507;190.68;4;8780
42508;732.63;8;14972
42528;218.96;7;16059
42533;170.40;13;11520
42571;414.15;11;7798
42593;687.42;10;12826
42625;849.98;13;5923
42644;476.89;14;11574
42647;294.93;13;17640
42675;629.61;4;16522
42687;675.22;6;17649
42699;785.60;15;361
42710;516.69;7;16324
42719;606.61;10;7430
42730;138.90;13;6367
42733;413.83;10;16101
42745;511.40;9;9192
42756;956.82;5;16529
42762;374.19;7;4690
42785;247.11;15;819
42786;211.96;1;8846
42792;173.12;6;17662
42860;990.50;5;951
42861;352.11;10;5408
42903;765.88;9;680
42904;639.04;12;519
42914;23.10;14;17674
42932;151.81;9;8824
42934;28.33;2;11997
42950;765.68;7;13062
42975;629.31;9;1914
42981;309.59;14;15086
42984;736.56;11;2031
42996;239.64;15;710
43003;911.04;12;15992
43006;667.59;13;15949
43021;547.36;6;16059
43051;737.09;7;849
43056;452.51;1;14923
43061;722.02;7;9619
43080;948.58;1;5002
43090;842.22;3;10332
43138;374.50;3;12370
43148;551.85;10;17650
43149;385.16;8;15495
43166;104.80;3;15827
43172;701.01;6;5088
43176;566.82;3;7205
43185;633.82;1;17706
43188;105.05;8;6298
43211;112.43;15;9482
43224;36.18;5;13243
43228;365.27;14;17709
43229;874.24;5;14999
43230;862.43;14;17278
43235;816.22;13;2752
43262;486.64;7;9811
43263;176.55;5;11733
43269;982.11;4;16066
43294;76.26;10;10099
43311;850.73;2;17715
43326;245.42;7;11856
43338;189.57;7;1336
43342;119.13;10;1517
43358;796.71;7;8638
43364;116.20;4;5700
43368;342.04;1;11738
43375;652.55;12;4791
43391;401.41;2;14080
43400;277.78;14;6043
43401;884.44;15;14791
43405;919.34;12;14119
43409;913.87;2;16598
43410;118.87;5;17598
43416;633.35;2;8113
43426;215.35;1;15835
43438;228.02;6;3125
43443;460.10;11;13464
43450;428.57;13;12580
43469;181.61;9;13528
43491;29.57;2;13528
43492;951.31;6;12323
43510;703.70;3;15421
43519;662.54;1;17734
43532;102.54;6;9977
43567;756.68;2;14893
43574;310.48;9;6321
43575;463.28;2;5974
43596;634.60;5;5143
43622;874.97;7;10351
43623;905.70;6;4155
43644;505.95;9;10099
43660;683.26;2;5591
43665;188.46;4;15028
43676;479.55;13;10399
43684;446.45;8;1543
43691;184.40;1;9284
43693;631.93;11;11759
43723;417.65;11;7192
43728;599.26;10;17754
43766;190.09;10;6854
43783;371.74;11;10534
43789;121.29;14;10294
43792;471.82;9;1582
43804;815.88;15;16578
43806;941.30;11;2368
43821;997.94;2;8675
43840;68.92;5;6324
43872;841.39;5;10908
43883;404.50;5;17775
43885;754.47;5;15833
43896;591.49;2;4421
43909;870.98;9;11193
43916;113.71;15;17779
43926;901.85;8;17781
43928;119.21;3;13254
43929;80.41;14;12129
43934;464.87;3;16015
43938;65.59;6;5202
43967;673.96;12;12177
44022;768.18;13;11581
44029;58.53;2;17794
44045;266.53;3;17799
44049;146.78;9;14985
44057;702.06;13;3573
44066;665.07;8;8779
44067;36.09;15;12469
44095;147.87;7;9026
44146;27.79;11;17809
44164;972.98;2;6562
44169;319.78;13;17812
44176;953.40;11;14601
44191;739.83;6;17813
44196;375.86;6;9303
44198;194.25;14;6282
44200;460.63;4;9232
44206;950.38;7;734
44207;915.67;13;17814
44217;517.08;1;8951
44227;904.39;3;17818
44234;257.12;1;17820
44239;250.84;14;1337
44244;545.71;12;10717
44249;527.95;15;12676
44253;845.21;5;14950
44259;54.08;3;13054
44260;940.54;8;1678
44263;74.01;4;17823
44270;153.06;1;8209
44291;771.77;14;16060
44303;375.25;4;6879
44333;925.49;2;2030
44383;731.19;12;17833
44394;146.65;13;1121
44395;280.50;4;1791
44409;923.73;9;5671
44424;902.61;5;4415
44433;663.71;6;3882
44435;985.06;9;4569
44450;618.97;11;14065
44451;221.35;7;10887
44458;39.69;12;14723
44474;678.67;11;3615
44479;783.04;14;8320
44498;843.54;4;10078
44503;952.00;8;11221
44509;855.71;10;14854
44523;654.01;6;125
44525;842.45;13;9387
44562;283.13;5;9797
44579;992.92;14;10279
44586;284.83;10;13464
44600;548.27;3;6537
44634;426.48;1;17854
44635;885.17;1;5017
44650;480.01;2;1481
44653;544.33;11;13568
44687;311.32;14;620
44746;995.78;5;17865
44774;804.43;4;14938
44811;275.33;7;10264
44813;684.80;11;17633
44816;237.09;4;16592
44826;469.99;9;13424
44868;20.28;8;14272
44890;325.10;2;9113
44894;564.18;3;352
44898;750.60;8;7612
44903;244.28;12;10869
44912;275.46;5;17877
44916;346.48;4;17878
44920;157.16;12;2228
44936;966.65;6;10349
44950;482.63;2;15580
44994;340.63;5;16823
44995;778.79;8;3725
45006;367.55;2;17656
45008;985.89;8;17888
45013;176.29;9;10828
45018;962.85;15;2948
45020;494.02;4;8739
45045;789.24;11;17892
45056;661.17;5;13389
45066;873.52;6;8128
45068;705.42;8;10254
45079;499.68;2;8985
45095;808.24;15;7056
45116;124.54;1;13443
45118;694.56;1;15698
45127;818.39;8;1315
45132;502.01;4;9792
45145;611.70;14;7912
45162;446.77;10;64
45173;329.78;2;8115
45176;752.80;3;5850
45205;604.56;13;17908
45206;357.87;5;1710
45234;220.47;14;6271
45238;669.04;12;15917
45239;651.17;4;12392
45243;166.82;6;9589
45278;823.72;11;13208
45279;313.34;10;16759
45303;483.64;6;4544
45333;510.06;13;15754
45337;375.56;11;4680
45355;421.29;4;4217
45358;854.47;13;17770
45364;691.61;6;1730
45367;777.40;13;9228
45369;383.35;15;860
45386;616.74;11;17928
45391;753.87;11;1766
45434;967.40;14;5537
45437;960.34;9;17933
45438;914.27;2;11483
45441;954.27;7;2775
45450;47.04;13;7255
45474;420.69;14;16615
45484;258.06;4;12951
45493;922.34;6;6302
45518;398.64;6;12076
45520;764.65;15;14810
45524;619.15;8;12669
45531;915.45;14;4544
45534;346.32;15;11055
45541;887.03;8;15484
45543;58.04;13;14421
45544;605.63;12;1305
45545;648.61;6;5662
45558;689.36;3;4060
45570;750.47;4;8603
45587;758.22;13;13232
45595;682.60;10;2239
45598;55.00;14;2833
45600;884.76;9;2476
45603;177.43;11;7104
45606;820.09;8;7386
45613;142.95;3;5157
45622;854.95;15;12416
45626;426.76;3;14474
45630;486.74;5;1042
45632;673.67;6;10029
45680;605.97;3;7108
45696;402.23;9;9587
45700;566.75;15;5722
45705;993.55;11;11882
45717;903.36;5;16087
45732;918.31;7;946
45736;171.90;9;14147
45740;573.63;13;10158
45757;52.09;10;7051
45767;323.54;12;4479
45797;752.31;11;15905
45802;232.40;13;4037
45825;851.12;10;2725
45827;212.63;2;11146
45841;624.05;14;12952
45850;883.62;6;695
45871;868.89;4;13687
45879;118.75;1;6678
45890;474.00;5;3466
45902;210.34;9;16553
45930;468.35;7;11633
45934;272.76;3;13036
45946;285.00;3;9279
45957;71.42;4;10973
45971;34.62;9;17981
45980;106.24;12;17983
45994;143.92;1;14155
46031;516.20;12;5770
46039;666.25;5;13192
46042;996.87;4;2651
46044;295.70;9;17986
46067;98.58;2;8016
46071;893.84;11;10582
46080;26.22;4;14447
46081;611.45;12;11339
46085;955.25;6;9305
46090;175.67;13;11851
46132;386.35;11;6256
46157;510.14;3;13094
46168;842.97;2;17509
46173;55.14;14;12802
46180;63.56;3;8697
46200;715.80;7;4433
46211;106.55;7;7743
46252;171.86;10;14646
46262;269.23;11;14573
46294;621.15;15;17667
46324;660.26;1;18013
46330;967.18;5;15965
46340;422.19;11;3649
46355;303.39;12;18017
46368;293.36;15;2348
46369;206.56;12;6251
46389;567.34;4;2788
46390;207.55;10;17668
46399;515.49;11;15445
46401;938.51;10;17100
46416;638.76;7;18024
46428;551.39;7;7339
46435;148.04;15;11687
46440;238.55;12;11545
46442;807.03;7;18029
46464;47.49;3;12945
46483;851.67;13;11711
46493;427.74;11;2854
46501;751.29;8;11041
46502;110.31;11;9614
46507;157.66;6;10082
46514;536.94;13;2371
46542;616.16;9;15538
46579;325.10;10;15749
46597;899.29;4;18045
46621;370.29;3;13808
46640;36.48;9;15209
46651;355.56;11;5615
46678;367.01;3;14259
46685;832.89;9;12802
46701;527.21;5;18058
46708;143.22;13;8590
46729;669.87;14;12951
46730;27.29;5;1795
46740;529.87;11;2878
46742;69.63;3;18060
46760;94.47;10;89
46765;240.56;2;10435
46776;171.48;5;17125
46788;330.07;6;3896
46790;406.27;15;11485
46804;252.93;1;8057
